"","gene","C3N-00560_tumor","C3L-01682_tumor","C3L-01682_tumor.1","C3N-02423_tumor","C3N-02423_tumor.1","C3L-00095_tumor","C3N-00578_tumor","C3L-00001_tumor","C3N-02424_tumor","C3N-02424_tumor.1","C3N-00959_tumor","C3N-00737_tumor","C3N-00737_tumor.1","C3L-01330_tumor","C3L-01330_tumor.1","11LU016_tumor","C3N-02087_tumor","C3L-02345_tumor","C3N-01415_tumor","C3N-01023_tumor","C3N-02529_tumor","C3N-02529_tumor.1","C3L-00368_tumor","C3L-00263_tumor","C3L-00263_tumor.1","C3N-00294_tumor","C3L-02350_tumor","C3N-01072_tumor","C3N-00217_tumor","C3N-00217_tumor.1","C3L-00080_tumor","C3N-01488_tumor","C3N-01823_tumor","C3N-02002_tumor","C3N-02002_tumor.1","C3L-00973_tumor","C3N-00293_tumor","C3N-02067_tumor","C3N-02067_tumor.1","C3L-01632_tumor","C3N-01405_tumor","C3N-01030_tumor","C3N-02729_tumor","C3N-02729_tumor.1","C3L-01924_tumor","C3L-01924_tumor.1","C3L-00093_tumor","C3N-02380_tumor","C3N-02380_tumor.1","C3N-01021_tumor","C3N-02582_tumor","C3N-02582_tumor.1","C3N-02422_tumor","C3N-02422_tumor.1","C3L-00422_tumor","C3L-00422_tumor.1","C3N-02155_tumor","C3L-01862_tumor","C3N-01016_tumor","C3L-00140_tumor","C3N-00167_tumor","C3N-02089_tumor","C3N-00738_tumor","C3N-01414_tumor","C3L-00094_tumor","C3L-00893_tumor","C3N-02003_tumor","C3N-02003_tumor.1","C3L-01889_tumor","C3L-02365_tumor","C3N-00433_tumor","C3N-00546_tumor","C3N-00547_tumor","C3N-00574_tumor","C3N-00199_tumor","C3L-00510_tumor","C3L-00510_tumor.1","C3N-00580_tumor","C3N-01416_tumor","C3N-00572_tumor","C3N-02586_tumor","C3N-02586_tumor.1","C3N-00545_tumor","C3N-00203_tumor","C3N-01799_tumor","C3L-02508_tumor","C3L-02348_tumor","C3N-02572_tumor","C3N-02572_tumor.1","C3L-00604_tumor","C3N-01024_tumor","C3N-00551_tumor","C3N-00180_tumor","C3N-01074_tumor","C3N-02433_tumor","C3N-02433_tumor.1","C3N-02588_tumor","C3N-02588_tumor.1","C3N-00550_tumor","C3N-01413_tumor","C3N-02145_tumor","C3N-00704_tumor","C3N-00704_tumor.1","C3L-00144_tumor","C3N-02158_tumor","C3L-00913_tumor","C3L-00279_tumor","C3L-00279_tumor.1","C3N-01489_tumor","C3L-01890_tumor","C3N-01071_tumor","C3N-00223_tumor","11LU022_tumor","C3L-02549_tumor","C3N-00549_tumor","C3L-02219_tumor","C3N-00552_tumor","C3N-01410_tumor","11LU035_tumor","C3N-02000_tumor","C3N-02000_tumor.1","11LU013_tumor","C3N-01842_tumor","C3N-00579_tumor","C3N-02421_tumor","C3N-02421_tumor.1","C3L-00009_tumor","C3N-00559_tumor","C3N-02149_tumor","C3N-00556_tumor","C3N-00169_tumor","C3L-01683_tumor","C3L-01683_tumor.1"
"96","ATXN7",1.31486479560192,1.09299310669229,1.09299310669229,1.32024259795016,1.32024259795016,1.26001575267694,1.26412338437822,1.29950247437444,1.12457971293659,1.12457971293659,1.01928062901411,1.08234568835919,1.08234568835919,1.29503551831244,1.29503551831244,1.34192758643219,1.09863472232883,NA,0.943666746687553,1.14778841779011,1.95394840250999,1.95394840250999,1.3911718740532,1.202066589127,1.202066589127,1.43032098255308,1.20125911567785,0.976571652365813,0.958737539158974,0.958737539158974,0.981732429715157,1.15468119779745,1.22962322331936,1.17510199648783,1.17510199648783,0.834709618055823,1.41267536151329,1.30918084882175,1.30918084882175,0.910598167336399,1.70847479023073,1.67900235037868,1.00767019529172,1.00767019529172,1.75336678783525,1.75336678783525,2.02112115032729,1.3899030888628,1.3899030888628,1.12771876541311,1.44740932655663,1.44740932655663,1.34285339123178,1.34285339123178,1.07418298585873,1.07418298585873,1.07280061784962,1.30692574400984,1.05469421839441,1.51904756538582,1.10723859231103,1.33017945228104,0.872466615777763,1.51626019722485,0.862009451252461,1.12094651192125,1.04621981058682,1.04621981058682,1.28659694540915,1.04971691641262,1.75357326661721,1.20230740254658,1.40282042804323,0.665975367748893,1.20200835630196,0.965498358000828,0.965498358000828,1.49228069611999,1.06458086219184,0.97997716260762,1.41155256839389,1.41155256839389,1.26971221986184,1.48643635332334,1.63528927846585,1.65035551770191,1.4055078959871,1.14372969164185,1.14372969164185,1.34031824871506,1.38304170827866,1.04153375054383,1.26041955686175,1.44563851142828,1.25309294205117,1.25309294205117,1.07772213016674,1.07772213016674,0.617509815805919,1.21253310977158,1.3106117371178,1.55451710050521,1.55451710050521,1.45818677746974,0.963516751062476,0.986762414351496,1.11667373706464,1.11667373706464,1.13962700460462,0.624184955860709,1.33166146907153,1.58590008855899,NA,1.09948656098099,1.12052884070847,1.11212854741979,1.09445723235794,0.886319257188037,1.17287737601438,1.24504382049184,1.24504382049184,1.14180763661493,1.04082398191243,1.79318654601427,1.44816060237861,1.44816060237861,1.56635442717443,1.14739701001658,0.891563035336737,1.09393957364403,1.18199342024108,1.16188493728927,1.16188493728927
"97","RIPK3",0.950391031426258,1.06767444253281,1.06767444253281,1.35867401946336,1.35867401946336,1.15845023125957,1.43171091590826,1.35219090284916,1.27276073391064,1.27276073391064,1.51222943641092,1.02423510176274,1.02423510176274,0.98343767435333,0.98343767435333,1.36164864915311,1.43830332966992,1.0076374886631,1.20674538626634,1.08834262104131,1.25302989030338,1.25302989030338,1.11273918786112,1.34187362402744,1.34187362402744,0.66677917562286,0.912697239884263,1.07600189853516,1.36236453338723,1.36236453338723,1.03841752517915,1.33066094805009,0.902648669461174,0.969825776450753,0.969825776450753,1.32913627053227,0.906193302905184,1.04264916972602,1.04264916972602,1.17111933975453,0.996986254163988,1.16055643649799,0.700028560500476,0.700028560500476,1.00319989245553,1.00319989245553,1.13417281416985,1.21449743768041,1.21449743768041,0.86906410593147,1.3428919827629,1.3428919827629,1.09775008064561,1.09775008064561,1.74560543645875,1.74560543645875,0.664256371567664,1.34321720008665,0.850645273798534,1.26810760358389,1.00911904539602,0.66436964085953,1.30085473973702,0.948001038536494,1.492073819649,1.02504317726778,1.25690480102307,1.25690480102307,1.24744113122667,0.712656471593761,1.46045672675156,1.64344648075913,0.972692012603887,0.852098791117009,1.72047426151954,1.25560626445106,1.25560626445106,0.678680530667331,1.35132219150463,0.98397937639728,1.24721786528047,1.24721786528047,0.902484789511685,1.10509015642553,1.13334943297264,1.35128709074478,0.909945513979444,0.788856323254273,0.788856323254273,1.32755789275215,1.4767315903371,0.799275057703893,0.591130984884295,0.603810720238737,0.821812275199734,0.821812275199734,0.947179142515101,0.947179142515101,0.929737492594772,0.959994661158454,1.20365925793973,1.6612308925201,1.6612308925201,1.18585347862114,1.09704172874413,0.927525537342827,1.01553669653597,1.01553669653597,1.12767284579218,1.11004076655608,1.16808318064968,0.980517864416862,0.989362794945905,2.43483620709529,0.602242609428508,1.0752936993116,1.28818835445136,0.698003057334256,1.13451306033004,0.986082896234801,0.986082896234801,0.660421125107931,0.882109785350882,0.887153677657808,1.20747390857958,1.20747390857958,1.10734861089126,0.87301650717817,1.14659362985339,1.45721403431294,1.12335208662991,1.38460161618604,1.38460161618604
"98","SH2D1A",1.12349586043993,1.22262669036708,1.22262669036708,1.33931552967516,1.33931552967516,1.72544102091356,0.912739134147363,0.831982510130438,0.936988244540904,0.936988244540904,0.839269500130873,1.30634116765414,1.30634116765414,0.675972241936087,0.675972241936087,1.28691805653554,1.04175466080085,0.919954734152341,0.685047870791998,0.660047123520665,1.39379117218086,1.39379117218086,0.842193848192484,2.31085586440838,2.31085586440838,0.633189710610291,1.64907193556799,1.0915053258871,0.750954471996884,0.750954471996884,0.627367094651028,0.793614561226991,0.884926727626346,1.00289108253438,1.00289108253438,1.20712818439819,1.15965826479109,0.653890249792244,0.653890249792244,0.75213579295595,1.14563269823422,0.964509111095994,0.473649207660829,0.473649207660829,0.921719074480635,0.921719074480635,1.12029058823123,0.455857093873776,0.455857093873776,0.697422628393894,0.641204718434988,0.641204718434988,0.659356144693574,0.659356144693574,0.600240627558933,0.600240627558933,0.648877278853901,0.912362270803415,0.804221778445566,0.937920376143458,0.826567887308995,1.11786856245933,1.02579279778435,0.730295342964463,1.0698575012549,0.968263581736206,1.37754602528596,1.37754602528596,0.678853259848674,0.528420323429117,3.1899903602186,0.870500203998281,0.583505990494768,0.63507915917752,0.838900988787862,0.534846449985219,0.534846449985219,0.595777754444572,1.16748363971372,0.925406082871741,0.743141849769876,0.743141849769876,1.03015499972689,1.86571646465885,1.51850017117076,0.842284347851674,1.93748441527129,0.569990116403416,0.569990116403416,0.651566000691487,0.428459966945269,0.622987227277723,0.384076868511526,0.89604404496191,1.09752544174363,1.09752544174363,0.487263793960694,0.487263793960694,1.61383934772604,0.989209775625612,0.76844776517368,0.75501415011105,0.75501415011105,1.46000069101909,0.827321662722409,0.810743949763694,0.953285714607301,0.953285714607301,1.26953413584421,0.813224564083461,1.20044854242202,1.11702777567641,0.580176338357996,0.649901325748149,0.597537211289508,1.00852763561797,0.513707905919372,0.480918601959347,0.801456291005544,0.890753863348145,0.890753863348145,0.643932534147937,0.676177750713707,1.1182272756571,0.554875743550762,0.554875743550762,0.719107954153064,1.30376409416286,0.724925632678557,1.01028860330964,0.47164565091656,2.17756022275725,2.17756022275725
"99","SART1",1.38811984286663,1.09422350973157,1.09422350973157,1.29712046379554,1.29712046379554,1.38245814447403,1.09627294338324,1.42051149270897,1.53958507952296,1.53958507952296,1.19457568584767,1.51809027527717,1.51809027527717,1.25956250712583,1.25956250712583,1.58988329566195,1.35603832177119,1.30256891277055,1.33631993057374,1.17068796786246,1.43599781779592,1.43599781779592,1.38174082749462,1.09566700669239,1.09566700669239,1.40476561949189,1.2401763704246,1.58464469682344,1.6672189493026,1.6672189493026,1.795963695303,1.43000323135102,1.49898640884605,1.36706364748065,1.36706364748065,1.15113236185837,1.35499841378388,1.26649929880521,1.26649929880521,1.27899793306658,1.6199979842862,1.45126795723106,1.41018910232722,1.41018910232722,1.39226072350721,1.39226072350721,1.17369416143053,1.42859591499779,1.42859591499779,1.1690956549248,1.43141004504481,1.43141004504481,1.16289382069858,1.16289382069858,1.27500182716897,1.27500182716897,1.239431781778,1.25001855563795,1.38012779352617,1.21966942244303,1.47402043385901,1.40952981623326,1.18914958331546,1.2337673018303,1.34377936987319,1.2675641645527,1.1795632626531,1.1795632626531,1.33801813577247,1.38897835063771,1.30535821998147,1.38476178426408,1.32735413478037,1.12942096430183,1.36794936477711,1.57969299048278,1.57969299048278,1.68563357725589,1.19142360335209,1.33809680819524,1.52650876387435,1.52650876387435,1.25663120546546,2.01522502510929,1.53001060149423,1.01763056689028,1.56605986602687,1.4187828192885,1.4187828192885,1.44338035938396,1.31197316988449,1.21370260672628,1.45498518826112,1.30578246871998,1.34638749930083,1.34638749930083,1.29396510059852,1.29396510059852,1.15607392332009,1.25330538398228,1.24946709406728,1.26418420850846,1.26418420850846,1.74415393183822,1.33629946700161,1.13658840286301,1.18400392473474,1.18400392473474,1.24975623086827,1.21848433546607,1.25685676151305,1.1388549048642,1.51518267135387,0.995367999070095,1.42722492948859,1.26808508520492,1.13546387242138,1.58928257058283,1.2811205949532,1.31058869236324,1.31058869236324,1.22217338025025,1.51315882214053,1.21155378504177,1.54601519407684,1.54601519407684,1.09064625330939,1.18819846681559,1.2799640882662,1.44908192324441,1.12250232576509,1.38705660633813,1.38705660633813
"100","SLC25A6",1.22757057555343,1.18618039078754,1.18618039078754,1.003385323113,1.003385323113,1.23345187429375,1.30963160616342,1.03564364885546,1.14463051198112,1.14463051198112,0.775662913884065,1.56325683653783,1.56325683653783,1.23719082359882,1.23719082359882,1.09494447088383,0.900646811038446,1.39824139271508,1.32227916616489,0.987467115907378,1.45814750610998,1.45814750610998,0.662339061709308,0.885138632710696,0.885138632710696,2.04955883146885,0.781731024299934,0.982771831786325,1.0040331916607,1.0040331916607,1.079478516804,0.881674988670215,1.1080911058336,1.04572993399589,1.04572993399589,0.948699229828461,0.790648378857853,1.71820846656132,1.71820846656132,0.968719838528949,0.738575185066924,0.980019791401212,2.57565024325261,2.57565024325261,0.789128754508575,0.789128754508575,64.7741534200832,1.04898752221075,1.04898752221075,1.19088752743953,1.55049903216224,1.55049903216224,1.26349356304711,1.26349356304711,1.68204454217877,1.68204454217877,1.06268752824319,1.78535612612429,1.55016257712066,1.34081750049293,0.674447295436274,1.681354409335,1.15261583927363,1.12078025828864,1.40450530971302,0.752655246156424,1.12446247936151,1.12446247936151,1.15169756829744,1.00624314009899,1.36747582928795,0.755919672115559,1.78953645561981,1.35753853636877,0.74748605433212,92.4501058802818,92.4501058802818,0.824423903720687,1.17019192005166,1.23432754455282,0.686874574547621,0.686874574547621,0.804719504497066,1.57003828333815,1.27401543183607,0.952558309288702,1.0718821241303,0.968530288072377,0.968530288072377,1.01929187654608,0.946747128248348,1.41648485307649,1.5502804033268,3.06080164781889,0.916641864450503,0.916641864450503,2.13713832252018,2.13713832252018,0.844161501223903,2.13283925981628,1.07498438258073,0.940829650980803,0.940829650980803,1.10926569394073,2.66231983541369,139.404643711248,1.1319865159879,1.1319865159879,1.58067186430574,1.30868389435236,0.936411620407884,0.765976610708751,62.7838249359168,1.34270543909689,1.40810463132152,0.948197405512177,0.77422784791601,2.31221277204857,0.891590402940328,1.22910409757082,1.22910409757082,1.5138380731022,1.10238733936252,1.19712049114927,1.26284624869832,1.26284624869832,1.09866723668328,1.51929146774484,1.14153737527514,0.84390296654964,0.888940300177148,0.97501406494708,0.97501406494708
"101","RPS17",1.86237728083002,1.02813668339571,1.02813668339571,1.38925020541628,1.38925020541628,1.49185426766222,1.58263963250317,1.47591729106747,1.73786590159998,1.73786590159998,1.30268690374107,1.55424561757658,1.55424561757658,1.02429651783994,1.02429651783994,1.67186432828405,1.51533981557645,1.39221691494955,1.3520389400241,1.8411268922618,1.50534142462869,1.50534142462869,1.18253269921145,1.3876714614167,1.3876714614167,1.49359966243647,1.34001439396129,1.63365075233786,1.51514716573461,1.51514716573461,1.37078446172121,1.37886985662459,1.39866075706775,0.969286697668655,0.969286697668655,1.30277739727581,1.09015899701711,1.35145317817128,1.35145317817128,1.49194853331504,1.38511971970835,1.45847262053747,1.13092231453703,1.13092231453703,1.31290844401535,1.31290844401535,1.34738500440573,1.22780075625639,1.22780075625639,1.06317820317603,1.36702150761123,1.36702150761123,1.27217796998655,1.27217796998655,1.51364668863903,1.51364668863903,1.66635131737608,1.59497590544905,1.69408828812996,1.47662446585736,1.24554755642675,1.97474541706163,1.3603737097723,1.37776828292463,1.77590939129928,1.31595873678424,1.3373332056336,1.3373332056336,1.43682324371413,1.41964640931559,1.41968712674315,1.56619070771147,1.66987236975356,1.36074533544646,1.32672779431829,1.21480557627601,1.21480557627601,1.30990137968598,1.31637856132518,1.23378364995463,1.48570719172635,1.48570719172635,1.10498837478125,1.90602000741222,1.32962351397898,1.16764482510303,1.33272175679591,1.29422478984593,1.29422478984593,1.48645400696876,1.34681569176971,1.45361605842283,1.43324555344145,1.40581774614917,1.63977244970814,1.63977244970814,1.4414184976086,1.4414184976086,1.25024819447794,1.32184487856506,1.24386456360459,1.24039948402381,1.24039948402381,1.66448929223271,1.51003422756102,1.27381068403357,1.38021926394051,1.38021926394051,1.5927415119502,1.49503895253922,1.3229494994543,1.15686393424846,1.47628927735803,1.23719538055986,1.84639722897727,1.34048006531553,1.45458196837098,1.34580271537218,1.34784082166061,1.26160069537659,1.26160069537659,1.62699891269733,1.35534226573491,1.36512047737922,1.40606014502709,1.40606014502709,1.12479264034805,1.3413149889049,1.5417269070422,1.55447569095436,1.36528520440953,1.34276989306241,1.34276989306241
"102","SLC12A7",4.38906422217036,1.34522895960024,1.34522895960024,1.40324229916463,1.40324229916463,1.18046869462142,1.40807808292953,1.13041777645097,1.8044206418387,1.8044206418387,1.25775672943592,1.34708561069722,1.34708561069722,1.11021049636521,1.11021049636521,1.1319622982173,1.93072703838106,0.99008094697647,2.01730551380592,1.41188562494245,1.51276717746224,1.51276717746224,1.53109214804564,1.1532597675746,1.1532597675746,2.14377936507219,1.13441341529268,1.18181787477044,2.22430577204947,2.22430577204947,2.2294822856091,1.55159909521819,0.974085623055805,1.70315900027771,1.70315900027771,1.50010412248987,1.02371553020846,2.17649352716403,2.17649352716403,2.46435973148818,1.41192159484169,1.64658502077796,0.741199002184721,0.741199002184721,1.32452267598767,1.32452267598767,2.71468986091697,1.32890309402567,1.32890309402567,1.43346196590827,1.6330570583588,1.6330570583588,1.87047308770412,1.87047308770412,1.07100092174653,1.07100092174653,2.34194768796585,1.87142205872862,1.41761712054529,1.46553456028109,1.1450240810854,2.09222395761666,2.27742059501395,1.18000321923179,0.893304057033885,0.847653690224498,1.64409008720334,1.64409008720334,1.50562327720287,2.00520111629476,1.03279968005351,1.27054228045296,2.20840500831061,1.34885129126927,1.27588962906739,0.551193871919477,0.551193871919477,1.83277646526977,1.48811917674009,1.12829979662685,1.92973075096007,1.92973075096007,0.986450372018607,1.25898619105283,1.99895383915152,1.10925346164138,1.9600054410491,1.12861396014412,1.12861396014412,1.00261068033449,1.15311693270315,2.08256280220902,2.19865202039803,1.57121503712849,0.941877289360776,0.941877289360776,2.42357463035526,2.42357463035526,1.1500073363541,1.49366172899682,1.38017850219354,1.43776337172961,1.43776337172961,1.66367121037246,1.26471729337871,2.28690232723507,1.17178312519796,1.17178312519796,1.96699947113941,0.988074524550896,1.11485385965827,1.67816644319566,1.41677072048782,1.70674947849042,1.71633470293203,1.48254126280927,1.18317810798865,1.91117281948095,0.993791970477056,0.928407522379871,0.928407522379871,1.94367161846935,1.99753334117944,1.73354365941643,1.81119039412842,1.81119039412842,2.38042643888398,0.963963997775416,1.35135369718922,1.40665643117737,4.35009217930562,1.20290116754976,1.20290116754976
"103","RPS4X",1.84867100676438,1.05408443524336,1.05408443524336,1.42481484748403,1.42481484748403,1.34415280940958,1.15537456330871,1.66700377115384,1.57891256887495,1.57891256887495,1.09970925200924,1.59193527523598,1.59193527523598,1.15886392817214,1.15886392817214,1.46938364147396,1.63775767079626,1.52207331215968,1.32767728805008,1.55244747250623,1.34972966746879,1.34972966746879,1.17576042217431,1.08487207069307,1.08487207069307,1.57419031841642,1.25469598854621,1.64531998273413,1.5335871673371,1.5335871673371,1.59846043040987,1.41761462243342,1.4181766023283,1.13311447857645,1.13311447857645,1.29294057986503,0.986800544522694,1.2700834910515,1.2700834910515,1.4196336835632,1.31045131099939,1.32842849401557,1.22055165063584,1.22055165063584,1.37671668682542,1.37671668682542,1.16031149794488,1.12973147032489,1.12973147032489,1.27448313963342,1.42521594548344,1.42521594548344,1.25957636871326,1.25957636871326,1.36646988301179,1.36646988301179,1.70413717473647,1.51937871260983,1.78526923016647,1.38596029999077,1.25803321935982,1.92054011641106,1.30839341094545,1.2384165147885,1.66285373256473,1.24624833922594,1.24696171769162,1.24696171769162,1.39058724515647,1.53612912523793,1.20171064549346,1.48795544668656,1.56025512756494,1.25173644012143,1.15539445319022,1.16393374618354,1.16393374618354,1.24499166051559,1.47107732907244,1.1963417517241,1.48878154074094,1.48878154074094,1.04518619671293,1.91145040843897,1.39096434671626,1.23176714499278,1.34860519175813,1.16999552501674,1.16999552501674,1.43559243074874,1.36432517479628,1.51433347074559,1.41711239134417,1.47920687401674,1.46551163403131,1.46551163403131,1.15817900253095,1.15817900253095,1.27080055025487,1.41278574744233,1.40821379943829,1.25254138339795,1.25254138339795,1.56008621468666,1.44442397064412,1.52944591880063,1.19786908592704,1.19786908592704,1.58353317196471,1.37034161491817,1.33649799260426,1.12154074574252,1.58134611006799,1.26488233564174,1.87455732889735,1.22478765091006,1.39325271934017,1.43155904621733,1.24104617830104,1.29776729981549,1.29776729981549,1.53047444199966,1.3576743895614,1.33551638686618,1.2459293553327,1.2459293553327,0.800863787112446,1.26472259105413,1.6658779638262,1.64481542614527,1.49819167184277,1.29441917562856,1.29441917562856
"104","SLC25A16",1.21996397111532,1.81907591227515,1.81907591227515,0.88941784691449,0.88941784691449,NA,1.37950682550497,0.776560155882973,1.39892817062622,1.39892817062622,1.0980186856041,0.895062355277947,0.895062355277947,0.93871442458627,0.93871442458627,NA,1.9219415529161,1.71478357477457,0.906651090023828,1.00801245563266,0.856686368762696,0.856686368762696,0.87966468933289,0.886572951430585,0.886572951430585,2.2942314426169,1.01211900610679,0.977302234588412,1.09582692101817,1.09582692101817,1.22242956142824,0.866216536736923,0.458399540548629,0.968910450463528,0.968910450463528,0.656692504985836,NA,1.44292133826974,1.44292133826974,1.41991951980575,1.75773466699667,1.04712583940461,2.44542458115685,2.44542458115685,NA,NA,0.878818969243849,1.30811712319241,1.30811712319241,1.57320332827598,1.03628477259055,1.03628477259055,1.32317543477336,1.32317543477336,1.3282942030598,1.3282942030598,0.980574492363192,1.05225727506216,1.07183472947319,1.36530686952489,1.2774496049395,0.973889551025028,0.89585177918654,1.74156619520571,1.12598513257076,0.787594212197737,1.01353916493909,1.01353916493909,1.15379697635251,2.06783326021462,NA,0.952767724068359,0.915462820394874,1.12174515162208,0.925469171385168,0.805447015786637,0.805447015786637,1.7607074871,0.96334880197336,0.847911927554012,1.08265726203667,1.08265726203667,NA,1.55128859739402,1.46248301970369,0.904313020427421,1.10118774298134,NA,NA,0.611719019260284,1.50140608159607,1.52328199583755,1.29265044240661,2.00988928233422,0.836311843876601,0.836311843876601,0.830555712904027,0.830555712904027,2.11182328848804,1.02850617751939,1.73050382703328,1.25732980974915,1.25732980974915,1.19961423123974,2.45988143881798,0.829455164452374,1.16801799299511,1.16801799299511,1.37545691988576,2.61409326342721,1.26330818161396,1.04403642768237,0.69576982205732,1.15256770529299,1.13869806060172,0.994908001188239,2.06801916729182,1.27855794423481,0.915465008919506,1.13078950649108,1.13078950649108,1.71726133312594,0.924404336040311,0.969884411069397,1.40370657255764,1.40370657255764,1.78597952300161,NA,2.07445479231731,1.10341899106376,0.885468045965838,NA,NA
"105","SBF1",0.778721665333224,0.946544301649457,0.946544301649457,0.909219938157144,0.909219938157144,1.04971400852874,0.835128545769005,0.821782107480771,0.934148988565376,0.934148988565376,1.29357638601607,0.870238674625691,0.870238674625691,0.798838833849233,0.798838833849233,0.85452543683315,0.968164718708532,0.874927726604652,0.774270046548464,0.874794105928803,1.03355227535979,1.03355227535979,1.02034196488732,1.048108648463,1.048108648463,0.689126257797014,1.05684132283123,0.859454086091072,0.750070419238368,0.750070419238368,0.769543836470617,0.799958898207544,0.825099828396616,0.851535262448704,0.851535262448704,1.10490382412342,0.985106847646173,0.873164745033945,0.873164745033945,0.95865349602051,0.787711244728767,0.838257732594279,0.864827680584279,0.864827680584279,0.729479128206209,0.729479128206209,0.972368160109641,0.731940255104476,0.731940255104476,0.851046764348447,0.856104836075942,0.856104836075942,1.13060994994621,1.13060994994621,0.866361955437598,0.866361955437598,0.693124699849162,0.967368665357747,0.776209950967378,0.918595963948655,0.7400574283165,0.635303218413255,0.926420034194277,0.863777080075365,0.825372101106208,0.864600095003302,1.01741497624999,1.01741497624999,1.23885245822505,0.720048378603738,1.00238466106959,0.956297393249756,0.894433996554036,0.91971266836049,0.788726951195887,0.628349095135919,0.628349095135919,0.642809007777938,0.941265619196934,1.01914530105312,1.23033549466519,1.23033549466519,0.981704445346333,0.923095200329354,1.06610028797551,0.9719151657011,0.997037068788236,0.825547339675596,0.825547339675596,0.846041219176803,0.76919598194934,0.958572387763108,0.966175985765976,0.657778896279496,1.09920609367606,1.09920609367606,0.869921136097582,0.869921136097582,0.955986175584394,0.832861888186231,0.834128347408066,0.974775272485686,0.974775272485686,0.981117754019373,0.823899721106143,0.853987337801515,0.914309540697841,0.914309540697841,0.820165415552856,0.976373052056653,0.807224961210632,1.03213042673728,0.787812793004795,1.2354359707828,0.662709885971798,0.97223811654409,0.990749063703772,0.723483324374622,0.836217391760809,0.84322008218069,0.84322008218069,0.816672350718404,0.857914948898396,0.850999157915158,0.763482107537403,0.763482107537403,0.851240364566856,0.778874168706244,0.906527266790343,0.981419359944565,0.819544262745439,1.06342784733049,1.06342784733049
"106","SCAMP3",1.43977332064956,1.2263824882116,1.2263824882116,1.26921796814474,1.26921796814474,1.09582004664927,1.23278641138107,1.19403388267171,0.965119789014282,0.965119789014282,1.52398122626918,1.2716385551592,1.2716385551592,2.1553839256961,2.1553839256961,1.13147718658403,1.22268326728308,1.34996564187053,1.38571454377674,1.54597119757505,1.15310840963355,1.15310840963355,1.61517718880338,1.00256369030263,1.00256369030263,1.31470033695882,1.4034462987567,1.02743336002627,2.18852474136387,2.18852474136387,2.63246479260423,1.38474998716021,1.09527734841481,1.61823620734238,1.61823620734238,1.30142011092122,1.58179240004809,1.43366487963414,1.43366487963414,1.80668613722075,1.56790749746917,1.42890544147417,1.60658013857965,1.60658013857965,1.65382936176122,1.65382936176122,1.09176855905924,2.5024593997508,2.5024593997508,1.83968281718386,1.09197910979458,1.09197910979458,1.15901525984437,1.15901525984437,0.86433018513278,0.86433018513278,1.49642133990547,1.55818446265822,1.55541107675502,1.20210160064548,1.53394468933841,1.35783204654647,2.21882463786341,1.35979379600369,1.30344612079477,1.58956733624179,1.20846620414148,1.20846620414148,1.83738881285232,1.47033468420248,1.14991026088029,1.63734007051902,1.62468449113787,0.829392318550169,1.38114295316021,0.921806852989536,0.921806852989536,1.67563269463877,1.36100072413648,1.37076812488936,1.09749631998229,1.09749631998229,1.15133101099562,1.00604227929861,1.44489083401848,1.12925669884423,1.42263492889566,1.31129727213794,1.31129727213794,1.7181537142522,1.44500735589107,1.52770056097352,1.28181886390632,1.22846662359866,1.35047919094238,1.35047919094238,1.79958288854426,1.79958288854426,1.3599014549208,1.80699289156096,1.37096854248205,2.25175138794412,2.25175138794412,1.0068082562407,1.26944706941543,1.26975048065237,1.43574482059833,1.43574482059833,1.33674307859868,1.50126847838419,1.53528992733067,1.41782374201067,1.0784972776425,1.42061195845635,1.5392835698256,1.14609214946636,1.00930689107571,1.43018690257215,0.828678083741714,1.17559152584347,1.17559152584347,1.16292530900695,1.11229237732625,1.24135172226677,1.79837755185949,1.79837755185949,1.0846055296803,1.17757060222136,1.52351418258641,1.21152800685067,1.7971815272846,1.12513069821559,1.12513069821559
